Exp,Cocatalyst 1,Semiconductor 1,Semiconductor 2,Semiconductor 3,Semiconductor 1 %,Semiconductor 2 %,Co-Catalyst wt,Form,Structure,Light,Light Source,Power (W),Filter (nm),Photocatalyst load (g/L),Preparation of Semiconductor,Semiconductor Calcination Temp©,Semiconductor Calcination Time (h),Preparation of Photocatalyst,Photocatalyst Calcination Temp ©,Photocatalyst Calcination Time (h),Glycerol Concentration (v%),Solution Volume (ml),pH,Reaction Temp (C),Bandgap (eV),H2vproduction rate(micromol/g.h),Reference
570,Pt,ZnIn2S4,BiOCl,,,4,0.5,nanosheets,,Visible,Xe,1000,,1.5,,,0,Photodeposition,,0,5,10,,40,,503.00,"Cavdar O, Baluk M, Malankowska A, Żak A, Lisowski W, Klimczuk T, et al. Photocatalytic hydrogen evolution from glycerol-water mixture under visible light over zinc indium sulfide (ZnIn2S4) nanosheets grown on bismuth oxychloride (BiOCl) microplates. Journal of Colloid and Interface Science 2023;640. https://doi.org/10.1016/j.jcis.2023.02.129"
571,Pt,ZnIn2S4,BiOCl,,,4,1,nanosheets,,Visible,Xe,1000,,1.5,,,0,Photodeposition,,0,5,10,,40,,498.00,"Cavdar O, Baluk M, Malankowska A, Żak A, Lisowski W, Klimczuk T, et al. Photocatalytic hydrogen evolution from glycerol-water mixture under visible light over zinc indium sulfide (ZnIn2S4) nanosheets grown on bismuth oxychloride (BiOCl) microplates. Journal of Colloid and Interface Science 2023;640. https://doi.org/10.1016/j.jcis.2023.02.129"
572,Pt,ZnIn2S4,BiOCl,,,4,2,nanosheets,,Visible,Xe,1000,,1.5,,,0,Photodeposition,,0,5,10,,40,,511.00,"Cavdar O, Baluk M, Malankowska A, Żak A, Lisowski W, Klimczuk T, et al. Photocatalytic hydrogen evolution from glycerol-water mixture under visible light over zinc indium sulfide (ZnIn2S4) nanosheets grown on bismuth oxychloride (BiOCl) microplates. Journal of Colloid and Interface Science 2023;640. https://doi.org/10.1016/j.jcis.2023.02.129"
573,Pt,ZnIn2S4,BiOCl,,,4,3,nanosheets,,Visible,Xe,1000,,1.5,,,0,Photodeposition,,0,5,10,,40,,174.00,"Cavdar O, Baluk M, Malankowska A, Żak A, Lisowski W, Klimczuk T, et al. Photocatalytic hydrogen evolution from glycerol-water mixture under visible light over zinc indium sulfide (ZnIn2S4) nanosheets grown on bismuth oxychloride (BiOCl) microplates. Journal of Colloid and Interface Science 2023;640. https://doi.org/10.1016/j.jcis.2023.02.129"
574,Pt,ZnIn2S4,,,100,,0.06,nanosheets,,Visible,Xe,1000,,1.5,,,0,Photodeposition,,0,5,10,,40,,384.00,"Cavdar O, Baluk M, Malankowska A, Żak A, Lisowski W, Klimczuk T, et al. Photocatalytic hydrogen evolution from glycerol-water mixture under visible light over zinc indium sulfide (ZnIn2S4) nanosheets grown on bismuth oxychloride (BiOCl) microplates. Journal of Colloid and Interface Science 2023;640. https://doi.org/10.1016/j.jcis.2023.02.129"
575,Pt,WO3,CuMn2O4,,,4,0.5,nanocomposite,,Visible,Xe,500,,1,,,0,sol-gel,,0,10,200,,,2.41,962.63,"Soha M. Albukhari, L.A. Al-Hajji, Adel A. Ismail,Construction of n-n heterojunction copper manganese spinel/mesoporous WO3 photocatalyst for efficient H2 evolution rate from aqueous glycerol,Renewable Energy,Volume 228,2024,120649"
576,Pt,WO3,CuMn2O4,,,8,0.5,nanocomposite,,Visible,Xe,500,,1,,,0,sol-gel,,0,10,200,,,2.22,1921.80,"Soha M. Albukhari, L.A. Al-Hajji, Adel A. Ismail,Construction of n-n heterojunction copper manganese spinel/mesoporous WO3 photocatalyst for efficient H2 evolution rate from aqueous glycerol,Renewable Energy,Volume 228,2024,120649"
577,Pt,WO3,CuMn2O4,,,12,0.5,nanocomposite,,Visible,Xe,500,,1,,,0,sol-gel,,0,10,200,,,2.14,2856.60,"Soha M. Albukhari, L.A. Al-Hajji, Adel A. Ismail,Construction of n-n heterojunction copper manganese spinel/mesoporous WO3 photocatalyst for efficient H2 evolution rate from aqueous glycerol,Renewable Energy,Volume 228,2024,120649"
578,Pt,WO3,CuMn2O4,,,16,0.5,nanocomposite,,Visible,Xe,500,,1,,,0,sol-gel,,0,10,200,,,2.13,2871.40,"Soha M. Albukhari, L.A. Al-Hajji, Adel A. Ismail,Construction of n-n heterojunction copper manganese spinel/mesoporous WO3 photocatalyst for efficient H2 evolution rate from aqueous glycerol,Renewable Energy,Volume 228,2024,120649"
579,Pt,WO3,CuMn2O4,,,12,0.5,nanocomposite,,Visible,Xe,500,,0.6,,,0,sol-gel,,0,10,200,,,2.14,1713.60,"Soha M. Albukhari, L.A. Al-Hajji, Adel A. Ismail,Construction of n-n heterojunction copper manganese spinel/mesoporous WO3 photocatalyst for efficient H2 evolution rate from aqueous glycerol,Renewable Energy,Volume 228,2024,120649"
580,Pt,WO3,CuMn2O4,,,12,0.5,nanocomposite,,Visible,Xe,500,,2.4,,,0,sol-gel,,0,10,200,,,2.14,3427.20,"Soha M. Albukhari, L.A. Al-Hajji, Adel A. Ismail,Construction of n-n heterojunction copper manganese spinel/mesoporous WO3 photocatalyst for efficient H2 evolution rate from aqueous glycerol,Renewable Energy,Volume 228,2024,120649"
581,Pt,WO3,CuMn2O4,,,12,0.5,nanocomposite,,Visible,Xe,500,,3,,,0,sol-gel,,0,10,200,,,2.14,3141.60,"Soha M. Albukhari, L.A. Al-Hajji, Adel A. Ismail,Construction of n-n heterojunction copper manganese spinel/mesoporous WO3 photocatalyst for efficient H2 evolution rate from aqueous glycerol,Renewable Energy,Volume 228,2024,120649"
582,Pt,MoO3,,,100,,0.5,nanoparticle,,Visible,Xe,500,,1,,,0,,,0,10,200,,,3.08,73.23,"Alsheheri SZ, Ismail AA. Novel mesoporous Pt@n-AgI/n-α-MoO3 ternary nanocomposite for enhanced hydrogen production from glycerol under visible illumination. Ceramics International 2024;50. https://doi.org/10.1016/j.ceramint.2023.10.144"
583,Pt,MoO3,AgI,,,3,0.5,nanocomposite,,Visible,Xe,500,,1,,,0,,,0,10,200,,,2.95,1119.30,"Alsheheri SZ, Ismail AA. Novel mesoporous Pt@n-AgI/n-α-MoO3 ternary nanocomposite for enhanced hydrogen production from glycerol under visible illumination. Ceramics International 2024;50. https://doi.org/10.1016/j.ceramint.2023.10.144"
584,Pt,MoO3,AgI,,,6,0.5,nanocomposite,,Visible,Xe,500,,1,,,0,,,0,10,200,,,2.88,1605.30,"Alsheheri SZ, Ismail AA. Novel mesoporous Pt@n-AgI/n-α-MoO3 ternary nanocomposite for enhanced hydrogen production from glycerol under visible illumination. Ceramics International 2024;50. https://doi.org/10.1016/j.ceramint.2023.10.144"
585,Pt,MoO3,AgI,,,9,0.5,nanocomposite,,Visible,Xe,500,,1,,,0,,,0,10,200,,,2.82,2521.80,"Alsheheri SZ, Ismail AA. Novel mesoporous Pt@n-AgI/n-α-MoO3 ternary nanocomposite for enhanced hydrogen production from glycerol under visible illumination. Ceramics International 2024;50. https://doi.org/10.1016/j.ceramint.2023.10.144"
586,Pt,MoO3,AgI,,,12,0.5,nanocomposite,,Visible,Xe,500,,1,,,0,,,0,10,200,,,2.81,2256.30,"Alsheheri SZ, Ismail AA. Novel mesoporous Pt@n-AgI/n-α-MoO3 ternary nanocomposite for enhanced hydrogen production from glycerol under visible illumination. Ceramics International 2024;50. https://doi.org/10.1016/j.ceramint.2023.10.144"
587,Pt,MoO3,AgI,,,9,0.5,nanocomposite,,Visible,Xe,500,,0.5,,,0,,,0,10,200,,,2.82,1875.00,"Alsheheri SZ, Ismail AA. Novel mesoporous Pt@n-AgI/n-α-MoO3 ternary nanocomposite for enhanced hydrogen production from glycerol under visible illumination. Ceramics International 2024;50. https://doi.org/10.1016/j.ceramint.2023.10.144"
588,Pt,MoO3,AgI,,,9,0.5,nanocomposite,,Visible,Xe,500,,2.5,,,0,,,0,10,200,,,2.82,3123.00,"Alsheheri SZ, Ismail AA. Novel mesoporous Pt@n-AgI/n-α-MoO3 ternary nanocomposite for enhanced hydrogen production from glycerol under visible illumination. Ceramics International 2024;50. https://doi.org/10.1016/j.ceramint.2023.10.144"
589,Pt,MoO3,AgI,,,9,0.5,nanocomposite,,Visible,Xe,500,,3,,,0,,,0,10,200,,,2.82,3052.70,"Alsheheri SZ, Ismail AA. Novel mesoporous Pt@n-AgI/n-α-MoO3 ternary nanocomposite for enhanced hydrogen production from glycerol under visible illumination. Ceramics International 2024;50. https://doi.org/10.1016/j.ceramint.2023.10.144"
590,Pt,TiO2,,,100,,1,nanocomposite,anatase,Visible,Hg-Xe,450,,,sol-gel,,0,,,0,10,50,,,,235500.00,"Jayachitra S, Mahendiran D, Ravi P, Murugan P, Sathish M. Highly conductive NiSe2 nanoparticle as a co-catalyst over TiO2 for enhanced photocatalytic hydrogen production. Applied Catalysis B: Environmental 2022;307. https://doi.org/10.1016/j.apcatb.2022.121168"
591,SnCl2,CdS,,,100,,0,nanoparticle,,Visible,Xe,350,420,0.33,,,0,solvent thermal process,,0,0.19,67,7,,2.73,70.98,"Kadi, M. W. and R. M. Mohamed, “Pt-Decorated CuO Nanosheets and Their Application in the Visible Light Photocatalytic Water Splitting Reaction”, Applied Nanoscience, Vol. 10, No. 11, pp. 4291-4298, 2020."
592,SnCl2,CdS,,,100,,0.44,nanoparticle,,Visible,Xe,350,420,0.33,,,0,solvent thermal process,,0,0.19,67,7,,,371.60,"Kadi, M. W. and R. M. Mohamed, “Pt-Decorated CuO Nanosheets and Their Application in the Visible Light Photocatalytic Water Splitting Reaction”, Applied Nanoscience, Vol. 10, No. 11, pp. 4291-4298, 2020."
593,SnCl2,CdS,,,100,,0.89,nanoparticle,,Visible,Xe,350,420,0.33,,,0,solvent thermal process,,0,0.19,67,7,,,1610.00,"Kadi, M. W. and R. M. Mohamed, “Pt-Decorated CuO Nanosheets and Their Application in the Visible Light Photocatalytic Water Splitting Reaction”, Applied Nanoscience, Vol. 10, No. 11, pp. 4291-4298, 2020."
594,SnCl2,CdS,,,100,,1.79,nanoparticle,,Visible,Xe,350,420,0.33,,,0,solvent thermal process,,0,0.19,67,7,,,655.50,"Kadi, M. W. and R. M. Mohamed, “Pt-Decorated CuO Nanosheets and Their Application in the Visible Light Photocatalytic Water Splitting Reaction”, Applied Nanoscience, Vol. 10, No. 11, pp. 4291-4298, 2020."
595,SnCl2,CdS,,,100,,3.59,nanoparticle,,Visible,Xe,350,420,0.33,,,0,solvent thermal process,,0,0.19,67,7,,,296.45,"Kadi, M. W. and R. M. Mohamed, “Pt-Decorated CuO Nanosheets and Their Application in the Visible Light Photocatalytic Water Splitting Reaction”, Applied Nanoscience, Vol. 10, No. 11, pp. 4291-4298, 2020."
596,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,0.38,hydrothermal,,0,sol-gel,400,3,5,130,,25,,1120.00,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
597,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,0.77,hydrothermal,,0,sol-gel,400,3,5,130,,25,,1221.60,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
598,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,1.15,hydrothermal,,0,sol-gel,400,3,5,130,,25,,1748.50,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
599,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,1.54,hydrothermal,,0,sol-gel,400,3,5,130,,25,,2213.00,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
600,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,1.15,hydrothermal,,0,sol-gel,400,3,5,130,2,25,,255.00,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
601,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,1.15,hydrothermal,,0,sol-gel,400,3,5,130,4,25,,558.40,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
602,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,1.15,hydrothermal,,0,sol-gel,400,3,5,130,7,25,,2205.90,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
603,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,1.15,hydrothermal,,0,sol-gel,400,3,5,130,8,25,,661.70,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
604,,TiO2,g-C3N4,Montmorillonite,50,10,,nanocomposite,anatase,Visible,Xe,35,,1.15,hydrothermal,,0,sol-gel,400,3,5,130,11,25,,198.50,"Seadira, T. W. P, S. J. Baloyi, C. M. Masuku and M. S. Scurrell, “Solar Photocatalytic Hydrogen Production from Glycerol Reforming Using Ternary Cu/THS/Graphene”, in Conference of the South African Advanced Materials Initiative, Vanderbijlpark, South Africa, 2020. "
605,,ZnO,ZnS,PdS,76,10,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,40,3.25,238.94,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
606,,ZnO,ZnS,PdS,76,10,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,60,3.25,669.03,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
607,,ZnO,ZnS,PdS,76,10,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,80,3.25,896.02,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
608,,ZnO,ZnS,PdS,76,17.7,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,40,3.26,446.02,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
609,,ZnO,ZnS,PdS,76,17.7,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,60,3.26,931.86,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
610,,ZnO,ZnS,PdS,76,17.7,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,80,3.26,1334.10,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
611,,ZnO,ZnS,PdS,76,19.4,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,40,3.25,641.15,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
612,,ZnO,ZnS,PdS,76,19.4,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,60,3.25,1135.00,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
613,,ZnO,ZnS,PdS,76,19.4,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,80,3.25,2141.90,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
614,,ZnO,ZnS,PdS,76,20.4,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,40,3.24,354.42,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
615,,ZnO,ZnS,PdS,76,20.4,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,60,3.24,649.12,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
616,,ZnO,ZnS,PdS,76,20.4,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,80,3.24,1234.50,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
617,,ZnO,ZnS,PdS,76,21,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,40,3.22,211.06,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
618,,ZnO,ZnS,PdS,76,21,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,60,3.22,434.07,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
619,,ZnO,ZnS,PdS,76,21,,nanocomposite,,UV,Hg,125,,6,water bath,,0,chemical conversion,,0,5,10,,80,3.22,696.90,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
620,,ZnO,ZnS,PdS,76,10,,nanocomposite,,Visible,Xe,500,,6,water bath,,0,chemical conversion,,0,5,10,,,3.25,95.80,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
621,,ZnO,ZnS,PdS,76,17.7,,nanocomposite,,Visible,Xe,500,,6,water bath,,0,chemical conversion,,0,5,10,,,3.26,149.18,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
622,,ZnO,ZnS,PdS,76,19.4,,nanocomposite,,Visible,Xe,500,,6,water bath,,0,chemical conversion,,0,5,10,,,3.25,238.10,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
623,,ZnO,ZnS,PdS,76,20.4,,nanocomposite,,Visible,Xe,500,,6,water bath,,0,chemical conversion,,0,5,10,,,3.24,138.23,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
624,,ZnO,ZnS,PdS,76,21,,nanocomposite,,Visible,Xe,500,,6,water bath,,0,chemical conversion,,0,5,10,,,3.22,79.38,"Kadi, M. W. and R. M. Mohamed, “One-Step Sol-Gel Synthesis of PbTiO3 Nanosheets and Photocatalytic Enhancement through Decoration by Platinum”, Journal of Nanoparticle Research, Vol. 22, No. 9, p. 266, 2020."
625,,TiO2,CuFe2O4,rGO,67,30,,nanocomposite,anatase,Visible,Xe,250,,0.1,hydrolysis,400,2,Impregnation,400,2,5.2,50,,,1.51,35981.00,"Sadanandam, G., L. Zhang and M. S. Scurrell, “Enhanced Photocatalytic Hydrogen Formation over Fe-Loaded TiO2 and g-C3N4 Composites from Mixed Glycerol and Water by Solar Irradiation”, Journal of Renewable and Sustainable Energy, Vol. 10, No. 3, 2018."
626,,TiO2,g-C3N4,rGO,67,30,,nanocomposite,anatase,Visible,Xe,250,,0.2,hydrolysis,400,2,Impregnation,400,1,5.2,50,,,2.56,23143.00,"Sadanandam, G., L. Zhang and M. S. Scurrell, “Enhanced Photocatalytic Hydrogen Formation over Fe-Loaded TiO2 and g-C3N4 Composites from Mixed Glycerol and Water by Solar Irradiation”, Journal of Renewable and Sustainable Energy, Vol. 10, No. 3, 2018."
627,,TiO2,Ag2O,GO,92,3,,nanocomposite,anatase-rutile,UV,Hg,400,,0.1,Hydrothermal,,0,sonication,,0,5,50,,25,,10000.00,"Chen, W. T., A. G. Dosado, A. Chan, D. S. Waterhouse and G. I. N. Waterhouse, “Highly Reactive Anatase Nanorod Photocatalysts Synthesized by Calcination of Hydrogen Titanate Nanotubes: Effect of Calcination Conditions on Photocatalytic Performance for Aqueous Dye Degradation and H2 Production in Alcohol-Water Mixtures”, Applied Catalysis A: General, Vol. 565, pp. 98-118, 2018."
628,,TiO2,Ag2O,rGO,92,3,,nanocomposite,anatase-rutile,UV,Hg,400,,0.1,Hydrothermal,,0,sonication,,0,5,50,,25,,12100.00,"Bastos, S. A. L., P. A. L. Lopes, F. N. Santos and L. A. Silva, “Experimental Design as a Tool to Study the Reaction Parameters in Hydrogen Production from Photoinduced Reforming of Glycerol over CdS Photocatalyst”, International Journal of Hydrogen Energy, Vol. 39, No. 27, pp. 14588-14595, 2014."
629,,TiO2,In0.5WO3,rGO,97.5,2,,nanocomposite,anatase-brookite,Visible,Xe,300,400,0.1,,,0,Impregnation,450,2,5,50,7,25,3.02,304.98,"Mkhalid, I. A., “Hydrogen Evolution over Sol-Gel Prepared Visible-Light-Responsive Ag2O/SrAl2O4/CNT Ternary Photocatalyst”, Ceramics International, Vol. 48, No. 2, pp. 1542-1549, 2022."
